eval_id	문의내용	정답_category	정답_sentiment	정답_조회필요	정답_조항	함정여부	난이도	측정1_category	측정1_조항	측정1_insufficient	측정1_승인여부	측정1_수정횟수
EV-01	주문한 지 얼마 안 됐는데 혹시 환불하려면 언제까지 신청해야 하나요?	환불	일반	FALSE	RF-01	FALSE	단일조항
EV-02	환불 승인됐다고 안내받았습니다. 카드로 결제했는데 실제로 돈이 들어오는 건 언제쯤일까요?	환불	일반	FALSE	RF-02	FALSE	단일조항
EV-03	환불 신청한 지 열흘이 넘었는데 아직도 아무 소식이 없습니다. 도대체 언제까지 기다려야 하는 건가요? 계속 확인하는 것도 지칩니다.	환불	불만	TRUE	RF-13	FALSE	단일조항
EV-04	무통장 입금으로 결제했었는데 이 경우 환불은 어디로 받게 되나요?	환불	일반	FALSE	RF-03	FALSE	단일조항
EV-05	써보니 저랑 안 맞아서 반품하려고 하는데 배송비는 제가 부담하는 건가요?	환불	일반	FALSE	RF-04	FALSE	단일조항
EV-06	받은 상품이 깨진 상태로 왔습니다. 반품 접수했더니 배송비를 제가 내야 한다고 하는데 이게 맞나요? 그리고 환불은 언제 처리되는지도 알려주세요.	환불	불만	TRUE	RF-05,RF-09	FALSE	복수조항
EV-07	적립금 5천원을 써서 구매했는데 환불하면 그 적립금은 어떻게 되나요?	환불	일반	FALSE	RF-10	FALSE	단일조항
EV-08	세 개를 한 번에 주문했는데 그중 하나만 환불하려고 합니다. 그러면 배송비가 새로 청구되나요?	환불	일반	FALSE	RF-06,DL-02	FALSE	복수조항
EV-09	환불이 지금 어느 단계까지 왔는지 직접 확인할 수 있는 방법이 있을까요?	환불	일반	FALSE	RF-12	FALSE	단일조항
EV-10	박스만 열어보고 사용은 전혀 안 했는데 환불이 안 된다고 합니다. 포장 뜯었다고 무조건 안 된다는 건 너무한 거 아닌가요?	환불	불만	TRUE	RF-07	FALSE	단일조항
EV-11	아직 발송 전인 주문을 취소하는 것과 물건 받고 나서 반품하는 것이 처리 방식이 다른가요? 환불받는 시점도 차이가 있는지 궁금합니다.	환불	일반	FALSE	RF-08,RF-09	FALSE	복수조항
EV-12	선물로 받은 기프트카드로 결제했습니다. 환불하면 기프트카드로 돌려주시나요, 아니면 현금으로 받을 수 있나요?	환불	일반	TRUE		TRUE	정보없음
EV-13	지금 주문하면 대략 며칠 안에 받아볼 수 있나요?	배송	일반	FALSE	DL-01	FALSE	단일조항
EV-14	배송비 무료 기준이 얼마인가요? 그리고 지방이면 추가 요금이 더 붙는지도 알고 싶습니다.	배송	일반	FALSE	DL-02,DL-03	FALSE	복수조항
EV-15	제주도 산다고 배송비를 3천원이나 더 받는 게 말이 되나요? 같은 나라인데 왜 차별을 두는지 이해가 안 됩니다.	배송	불만	FALSE	DL-03	FALSE	단일조항
EV-16	오늘 오후에 주문하면 당일에 출고가 되나요? 급하게 필요해서요.	배송	일반	FALSE	DL-04	FALSE	단일조항
EV-17	주문한 지 일주일이 지났는데 아직 출고도 안 됐습니다. 이 정도면 보상이라도 해주셔야 하는 거 아닌가요?	배송	불만	TRUE	DL-07	FALSE	단일조항
EV-18	주소를 잘못 입력해서 바꾸려는데 변경이 안 된다고 하네요. 아직 물건도 안 왔는데 왜 못 바꾸는 건지 답답합니다.	배송	불만	TRUE	DL-08	FALSE	단일조항
EV-19	운송장 번호는 어디서 확인할 수 있나요?	배송	일반	FALSE	DL-06	FALSE	단일조항
EV-20	배송 조회를 해보니 며칠째 같은 상태에서 멈춰 있습니다. 분실된 것 같은데 이런 경우 어떻게 처리되나요? 재발송이 가능하다면 얼마나 걸리는지도 알려주세요.	배송	불만	TRUE	DL-11,DL-01	FALSE	복수조항
EV-21	두 개 주문했는데 하나만 먼저 도착했습니다. 나머지가 따로 오면 배송비를 또 내야 하나요?	배송	일반	TRUE	DL-10,DL-02	FALSE	복수조항
EV-22	미국으로도 배송이 되나요? 된다면 해외 배송비는 얼마고 며칠 정도 걸리는지 궁금합니다.	배송	일반	FALSE		TRUE	정보없음
EV-23	사이즈를 잘못 골라서 교환하려고 합니다. 언제까지 신청할 수 있나요? 그리고 배송비는 어떻게 되나요?	교환반품	일반	FALSE	EX-01,EX-03	FALSE	복수조항
EV-24	색상만 바꾸고 싶은데 이런 경우에도 왕복 배송비를 내야 하나요?	교환반품	일반	FALSE	EX-03	FALSE	단일조항
EV-25	상품에 하자가 있어서 교환을 요청했는데 배송비를 제가 부담하라고 안내받았습니다. 제 잘못도 아닌데 왜 제가 내야 하는지 납득이 안 됩니다.	교환반품	불만	TRUE	EX-04,AS-01	FALSE	복수조항
EV-26	교환 신청하면 새 상품 받기까지 보통 며칠 걸리나요?	교환반품	일반	FALSE	EX-05	FALSE	단일조항
EV-27	교환하려는 사이즈가 품절이라고 그냥 환불하라는 답변만 받았습니다. 저는 물건이 필요한 거지 돈을 돌려받고 싶은 게 아닌데요.	교환반품	불만	TRUE	EX-06	FALSE	단일조항
EV-28	택을 떼고 한 번 입어봤다는 이유로 반품이 거절됐습니다. 입어보지도 않고 어떻게 맞는지 아나요?	교환반품	불만	TRUE	EX-07	FALSE	단일조항
EV-29	사은품이 같이 온 주문에서 일부 상품만 반품하려고 합니다. 사은품도 같이 보내야 하나요?	교환반품	일반	FALSE	EX-11,EX-10	FALSE	복수조항
EV-30	매장에 직접 들고 가면 그 자리에서 바로 교환해 주시나요?	교환반품	일반	FALSE		TRUE	정보없음
EV-31	상자를 열었더니 제품 모서리가 완전히 깨져 있었습니다. 새 제품을 이런 상태로 보내는 게 정상인가요?	불량AS	불만	TRUE	AS-01	FALSE	단일조항
EV-32	불량 접수를 하려는데 사진을 꼭 첨부해야 하나요? 몇 장이나 필요한지 알려주세요.	불량AS	일반	FALSE	AS-02	FALSE	단일조항
EV-33	불량 사진 보냈는데 결과는 얼마나 기다리면 되나요?	불량AS	일반	TRUE	AS-03	FALSE	단일조항
EV-34	같은 제품에서 똑같은 고장이 벌써 세 번째입니다. 교환받을 때마다 또 고장 나는데 이제 그만 좀 하고 싶습니다. 환불은 안 되나요?	불량AS	불만	TRUE	AS-04,AS-09	FALSE	복수조항
EV-35	작년에 산 전자제품인데 아직 보증 기간이 남아 있나요? 제 실수로 고장 난 경우에도 무상으로 봐주시는지 궁금합니다.	불량AS	일반	TRUE	AS-05,AS-06	FALSE	복수조항
EV-36	제가 떨어뜨려서 고장 난 건데 수리 비용은 얼마나 나올까요? 견적을 먼저 알 수 있나요?	불량AS	일반	TRUE	AS-06	FALSE	단일조항
EV-37	수리를 맡기면 보통 얼마나 걸리나요?	불량AS	일반	FALSE	AS-08	FALSE	단일조항
EV-38	이 브랜드 제품은 어디로 AS를 맡겨야 하나요? 그리고 소모품만 따로 구매할 수도 있는지 알고 싶습니다.	불량AS	일반	FALSE	AS-07,AS-11	FALSE	복수조항
EV-39	방금 회원가입했는데 적립금을 준다고 본 것 같습니다. 얼마나 지급되나요?	회원적립금	일반	FALSE	MB-01	FALSE	단일조항
EV-40	구매하면 적립금이 몇 퍼센트나 쌓이나요?	회원적립금	일반	FALSE	MB-02	FALSE	단일조항
EV-41	실버 등급이 되려면 얼마나 구매해야 하나요? 등급은 언제 다시 계산되는지도 알려주세요.	회원적립금	일반	FALSE	MB-03,MB-04	FALSE	복수조항
EV-42	모아둔 적립금이 소멸됐다고 나옵니다. 소멸된다는 안내를 받은 기억도 없는데 이렇게 그냥 없어지는 게 맞나요?	회원적립금	불만	TRUE	MB-07,MB-08	FALSE	복수조항
EV-43	적립금이 3천원 있는데 결제할 때 사용이 안 됩니다. 있는 돈을 왜 못 쓰게 하는 건가요?	회원적립금	불만	TRUE	MB-06	FALSE	단일조항
EV-44	리뷰를 쓰면 적립금을 준다고 들었는데 사진을 넣으면 더 받나요?	회원적립금	일반	FALSE	MB-10	FALSE	단일조항
EV-45	탈퇴를 고민 중인데 지금 가지고 있는 적립금은 어떻게 되나요?	회원적립금	일반	FALSE	MB-11	FALSE	단일조항
EV-46	탈퇴하면 제 개인정보는 바로 삭제되나요? 남는 정보가 있다면 어떤 것들인지 알고 싶습니다.	기타	일반	FALSE	PI-02	FALSE	단일조항
EV-47	제 개인정보가 어떻게 저장돼 있는지 확인하고 싶고, 필요 없는 항목은 삭제 요청하고 싶습니다. 어떤 절차로 진행하면 되나요?	기타	일반	TRUE	PI-04,PI-05	FALSE	복수조항
EV-48	오랜만에 로그인하려니 휴면 계정이라고 나옵니다. 왜 이렇게 되는 건가요?	기타	일반	TRUE	PI-08	FALSE	단일조항
EV-49	회사 행사용으로 50개를 한 번에 구매하려고 합니다. 대량 구매 할인은 몇 퍼센트나 적용되나요?	기타	일반	FALSE		TRUE	정보없음
EV-50	정기구독을 해지하려는데 위약금 이야기가 나오네요. 가입할 때는 그런 설명을 들은 기억이 없는데 이건 좀 아니지 않나요?	기타	불만	TRUE		TRUE	정보없음
